date,hour,intersection_id,intersection_name,functional_zone,road_class,inbound_veh,outbound_veh,total_veh,design_capacity_vph,saturation,avg_speed_kmh,avg_delay_s,queue_length_m,weather,day_type,degree,zone_hint_for_validation
2025-10-01,12,QNA001,成纪大道-环城西路,北部门户区,主干路,455,472,927,3600,0.258,40.5,23.3,28.5,晴,节假日,2,A
2025-10-01,13,QNA001,成纪大道-环城西路,北部门户区,主干路,471,438,909,3600,0.253,41.6,24.0,29.0,晴,节假日,2,A
2025-10-01,14,QNA001,成纪大道-环城西路,北部门户区,主干路,268,250,518,3600,0.144,45.0,17.7,19.6,晴,节假日,2,A
2025-10-01,15,QNA001,成纪大道-环城西路,北部门户区,主干路,280,296,576,3600,0.16,44.1,20.4,23.6,晴,节假日,2,A
2025-10-01,16,QNA001,成纪大道-环城西路,北部门户区,主干路,377,408,785,3600,0.218,40.5,20.2,32.2,晴,节假日,2,A
2025-10-01,17,QNA001,成纪大道-环城西路,北部门户区,主干路,763,723,1486,3600,0.413,34.3,32.2,52.2,晴,节假日,2,A
2025-10-01,18,QNA001,成纪大道-环城西路,北部门户区,主干路,773,827,1600,3600,0.444,34.1,34.1,53.7,晴,节假日,2,A
2025-10-01,19,QNA001,成纪大道-环城西路,北部门户区,主干路,663,704,1367,3600,0.38,36.0,33.6,38.9,晴,节假日,2,A
2025-10-01,20,QNA001,成纪大道-环城西路,北部门户区,主干路,422,427,849,3600,0.236,39.5,24.9,30.9,晴,节假日,2,A
2025-10-01,21,QNA001,成纪大道-环城西路,北部门户区,主干路,257,264,521,3600,0.145,45.5,20.2,16.5,晴,节假日,2,A
2025-10-01,22,QNA001,成纪大道-环城西路,北部门户区,主干路,273,290,563,3600,0.156,42.0,18.7,20.1,晴,节假日,2,A
2025-10-01,23,QNA001,成纪大道-环城西路,北部门户区,主干路,257,268,525,3600,0.146,41.7,20.2,13.3,晴,节假日,2,A
2025-10-01,0,QNA002,成纪大道-解放南路,北部门户区,主干路,133,125,258,3600,0.072,44.0,13.0,12.4,晴,节假日,3,A
2025-10-01,1,QNA002,成纪大道-解放南路,北部门户区,主干路,118,125,243,3600,0.068,47.6,15.1,8.8,晴,节假日,3,A
2025-10-01,2,QNA002,成纪大道-解放南路,北部门户区,主干路,157,149,306,3600,0.085,44.1,12.8,10.0,晴,节假日,3,A
2025-10-01,3,QNA002,成纪大道-解放南路,北部门户区,主干路,153,153,306,3600,0.085,46.3,16.8,18.8,晴,节假日,3,A
2025-10-01,4,QNA002,成纪大道-解放南路,北部门户区,主干路,151,153,304,3600,0.084,44.7,18.1,8.0,晴,节假日,3,A
2025-10-01,5,QNA002,成纪大道-解放南路,北部门户区,主干路,167,168,335,3600,0.093,44.8,14.5,8.0,晴,节假日,3,A
2025-10-01,6,QNA002,成纪大道-解放南路,北部门户区,主干路,461,466,927,3600,0.258,41.4,26.3,22.4,晴,节假日,3,A
2025-10-01,7,QNA002,成纪大道-解放南路,北部门户区,主干路,795,753,1548,3600,0.43,36.5,39.3,53.6,晴,节假日,3,A
2025-10-01,8,QNA002,成纪大道-解放南路,北部门户区,主干路,684,686,1370,3600,0.381,35.0,32.7,35.7,晴,节假日,3,A
2025-10-01,9,QNA002,成纪大道-解放南路,北部门户区,主干路,658,608,1266,3600,0.352,36.1,33.6,38.9,晴,节假日,3,A
2025-10-01,10,QNA002,成纪大道-解放南路,北部门户区,主干路,428,398,826,3600,0.229,42.8,24.6,30.0,晴,节假日,3,A
2025-10-01,11,QNA002,成纪大道-解放南路,北部门户区,主干路,448,463,911,3600,0.253,42.0,26.2,29.8,晴,节假日,3,A
2025-10-01,12,QNA002,成纪大道-解放南路,北部门户区,主干路,507,545,1052,3600,0.292,39.2,28.0,38.9,晴,节假日,3,A
2025-10-01,13,QNA002,成纪大道-解放南路,北部门户区,主干路,472,439,911,3600,0.253,38.4,23.5,30.6,晴,节假日,3,A
2025-10-01,14,QNA002,成纪大道-解放南路,北部门户区,主干路,309,322,631,3600,0.175,41.0,23.7,16.7,晴,节假日,3,A
2025-10-01,15,QNA002,成纪大道-解放南路,北部门户区,主干路,312,307,619,3600,0.172,42.3,21.4,20.8,晴,节假日,3,A
2025-10-01,16,QNA002,成纪大道-解放南路,北部门户区,主干路,454,475,929,3600,0.258,40.8,24.2,27.9,晴,节假日,3,A
2025-10-01,17,QNA002,成纪大道-解放南路,北部门户区,主干路,754,778,1532,3600,0.426,34.0,37.8,40.7,晴,节假日,3,A
2025-10-01,18,QNA002,成纪大道-解放南路,北部门户区,主干路,803,742,1545,3600,0.429,36.6,33.3,43.3,晴,节假日,3,A
2025-10-01,19,QNA002,成纪大道-解放南路,北部门户区,主干路,678,632,1310,3600,0.364,38.2,35.0,38.9,晴,节假日,3,A
2025-10-01,20,QNA002,成纪大道-解放南路,北部门户区,主干路,396,376,772,3600,0.214,42.1,24.1,32.7,晴,节假日,3,A
2025-10-01,21,QNA002,成纪大道-解放南路,北部门户区,主干路,302,326,628,3600,0.174,43.8,19.5,23.3,晴,节假日,3,A
2025-10-01,22,QNA002,成纪大道-解放南路,北部门户区,主干路,325,345,670,3600,0.186,40.7,18.9,22.8,晴,节假日,3,A
2025-10-01,23,QNA002,成纪大道-解放南路,北部门户区,主干路,289,284,573,3600,0.159,43.9,18.0,21.2,晴,节假日,3,A
2025-10-01,0,QNA003,成纪大道-兴国路,北部门户区,主干路,111,111,222,3600,0.062,47.7,16.6,8.0,晴,节假日,3,A
2025-10-01,1,QNA003,成纪大道-兴国路,北部门户区,主干路,126,130,256,3600,0.071,43.8,16.7,11.8,晴,节假日,3,A
2025-10-01,2,QNA003,成纪大道-兴国路,北部门户区,主干路,138,132,270,3600,0.075,45.9,14.5,8.0,晴,节假日,3,A
2025-10-01,3,QNA003,成纪大道-兴国路,北部门户区,主干路,144,136,280,3600,0.078,47.2,15.5,15.7,晴,节假日,3,A
2025-10-01,4,QNA003,成纪大道-兴国路,北部门户区,主干路,167,176,343,3600,0.095,43.5,14.9,18.6,晴,节假日,3,A
2025-10-01,5,QNA003,成纪大道-兴国路,北部门户区,主干路,199,188,387,3600,0.107,46.3,14.9,9.5,晴,节假日,3,A
2025-10-01,6,QNA003,成纪大道-兴国路,北部门户区,主干路,389,372,761,3600,0.211,43.0,22.5,26.5,晴,节假日,3,A
2025-10-01,7,QNA003,成纪大道-兴国路,北部门户区,主干路,656,612,1268,3600,0.352,38.5,35.0,44.7,晴,节假日,3,A
2025-10-01,8,QNA003,成纪大道-兴国路,北部门户区,主干路,782,844,1626,3600,0.452,34.8,36.4,57.2,晴,节假日,3,A
2025-10-01,9,QNA003,成纪大道-兴国路,北部门户区,主干路,720,679,1399,3600,0.389,37.1,32.2,48.2,晴,节假日,3,A
2025-10-01,10,QNA003,成纪大道-兴国路,北部门户区,主干路,392,370,762,3600,0.212,42.8,21.3,29.7,晴,节假日,3,A
2025-10-01,11,QNA003,成纪大道-兴国路,北部门户区,主干路,484,499,983,3600,0.273,40.7,25.0,23.6,晴,节假日,3,A
2025-10-01,12,QNA003,成纪大道-兴国路,北部门户区,主干路,454,466,920,3600,0.256,41.5,29.1,25.8,晴,节假日,3,A
2025-10-01,13,QNA003,成纪大道-兴国路,北部门户区,主干路,509,517,1026,3600,0.285,41.0,27.9,39.5,晴,节假日,3,A
2025-10-01,14,QNA003,成纪大道-兴国路,北部门户区,主干路,285,265,550,3600,0.153,41.9,22.9,14.6,晴,节假日,3,A
2025-10-01,15,QNA003,成纪大道-兴国路,北部门户区,主干路,273,276,549,3600,0.152,44.2,18.3,20.0,晴,节假日,3,A
2025-10-01,16,QNA003,成纪大道-兴国路,北部门户区,主干路,418,426,844,3600,0.234,41.0,22.8,30.4,晴,节假日,3,A
2025-10-01,17,QNA003,成纪大道-兴国路,北部门户区,主干路,670,625,1295,3600,0.36,36.9,33.6,44.4,晴,节假日,3,A
2025-10-01,18,QNA003,成纪大道-兴国路,北部门户区,主干路,804,821,1625,3600,0.451,32.2,38.7,47.6,晴,节假日,3,A
2025-10-01,19,QNA003,成纪大道-兴国路,北部门户区,主干路,681,645,1326,3600,0.368,37.4,31.2,38.3,晴,节假日,3,A
2025-10-01,20,QNA003,成纪大道-兴国路,北部门户区,主干路,408,415,823,3600,0.229,40.0,21.6,25.2,晴,节假日,3,A
2025-10-01,21,QNA003,成纪大道-兴国路,北部门户区,主干路,340,330,670,3600,0.186,43.8,22.5,18.7,晴,节假日,3,A
2025-10-01,22,QNA003,成纪大道-兴国路,北部门户区,主干路,294,319,613,3600,0.17,41.8,20.2,21.5,晴,节假日,3,A
2025-10-01,23,QNA003,成纪大道-兴国路,北部门户区,主干路,313,315,628,3600,0.174,42.3,18.9,20.2,晴,节假日,3,A
2025-10-01,0,QNA004,成纪大道-蔡林路,北部门户区,主干路,132,126,258,3600,0.072,44.4,11.9,9.9,晴,节假日,3,A
2025-10-01,1,QNA004,成纪大道-蔡林路,北部门户区,主干路,133,136,269,3600,0.075,46.9,16.8,12.8,晴,节假日,3,A
2025-10-01,2,QNA004,成纪大道-蔡林路,北部门户区,主干路,130,137,267,3600,0.074,43.8,13.2,9.5,晴,节假日,3,A
2025-10-01,3,QNA004,成纪大道-蔡林路,北部门户区,主干路,163,174,337,3600,0.094,44.7,17.0,8.0,晴,节假日,3,A
2025-10-01,4,QNA004,成纪大道-蔡林路,北部门户区,主干路,176,176,352,3600,0.098,43.9,17.5,8.0,晴,节假日,3,A
2025-10-01,5,QNA004,成纪大道-蔡林路,北部门户区,主干路,196,188,384,3600,0.107,43.1,16.4,8.2,晴,节假日,3,A
2025-10-01,6,QNA004,成纪大道-蔡林路,北部门户区,主干路,468,466,934,3600,0.259,38.1,24.3,35.3,晴,节假日,3,A
2025-10-01,7,QNA004,成纪大道-蔡林路,北部门户区,主干路,700,668,1368,3600,0.38,36.8,36.7,44.2,晴,节假日,3,A
2025-10-01,8,QNA004,成纪大道-蔡林路,北部门户区,主干路,851,799,1650,3600,0.458,34.2,39.5,51.1,晴,节假日,3,A
2025-10-01,9,QNA004,成纪大道-蔡林路,北部门户区,主干路,707,701,1408,3600,0.391,37.4,35.7,43.4,晴,节假日,3,A
2025-10-01,10,QNA004,成纪大道-蔡林路,北部门户区,主干路,388,405,793,3600,0.22,41.7,25.6,25.9,晴,节假日,3,A
2025-10-01,11,QNA004,成纪大道-蔡林路,北部门户区,主干路,502,521,1023,3600,0.284,37.4,26.0,28.7,晴,节假日,3,A
2025-10-01,12,QNA004,成纪大道-蔡林路,北部门户区,主干路,477,473,950,3600,0.264,38.3,24.5,33.3,晴,节假日,3,A
2025-10-01,13,QNA004,成纪大道-蔡林路,北部门户区,主干路,503,539,1042,3600,0.289,38.6,28.1,31.6,晴,节假日,3,A
2025-10-01,14,QNA004,成纪大道-蔡林路,北部门户区,主干路,280,283,563,3600,0.156,44.8,20.4,21.8,晴,节假日,3,A
2025-10-01,15,QNA004,成纪大道-蔡林路,北部门户区,主干路,336,322,658,3600,0.183,41.8,18.0,19.2,晴,节假日,3,A
2025-10-01,16,QNA004,成纪大道-蔡林路,北部门户区,主干路,459,434,893,3600,0.248,42.1,24.8,32.5,晴,节假日,3,A
2025-10-01,17,QNA004,成纪大道-蔡林路,北部门户区,主干路,750,738,1488,3600,0.413,34.0,33.3,45.2,晴,节假日,3,A
2025-10-01,18,QNA004,成纪大道-蔡林路,北部门户区,主干路,683,701,1384,3600,0.384,36.7,32.9,37.8,晴,节假日,3,A
2025-10-01,19,QNA004,成纪大道-蔡林路,北部门户区,主干路,668,709,1377,3600,0.383,36.5,30.2,41.2,晴,节假日,3,A
2025-10-01,20,QNA004,成纪大道-蔡林路,北部门户区,主干路,411,443,854,3600,0.237,41.2,22.2,26.8,晴,节假日,3,A
2025-10-01,21,QNA004,成纪大道-蔡林路,北部门户区,主干路,267,273,540,3600,0.15,42.2,18.3,22.2,晴,节假日,3,A
2025-10-01,22,QNA004,成纪大道-蔡林路,北部门户区,主干路,300,288,588,3600,0.163,44.2,18.5,12.8,晴,节假日,3,A
2025-10-01,23,QNA004,成纪大道-蔡林路,北部门户区,主干路,269,267,536,3600,0.149,45.4,18.4,20.3,晴,节假日,3,A
2025-10-01,0,QNA005,成纪大道-北坛街,北部门户区,主干路,127,124,251,3600,0.07,46.8,17.8,8.0,晴,节假日,3,A
2025-10-01,1,QNA005,成纪大道-北坛街,北部门户区,主干路,112,119,231,3600,0.064,44.5,15.5,9.9,晴,节假日,3,A
2025-10-01,2,QNA005,成纪大道-北坛街,北部门户区,主干路,136,131,267,3600,0.074,46.8,12.6,11.6,晴,节假日,3,A
2025-10-01,3,QNA005,成纪大道-北坛街,北部门户区,主干路,160,170,330,3600,0.092,46.4,19.3,8.0,晴,节假日,3,A
2025-10-01,4,QNA005,成纪大道-北坛街,北部门户区,主干路,147,151,298,3600,0.083,46.1,18.7,9.2,晴,节假日,3,A
2025-10-01,5,QNA005,成纪大道-北坛街,北部门户区,主干路,184,196,380,3600,0.106,45.5,17.8,8.0,晴,节假日,3,A
2025-10-01,6,QNA005,成纪大道-北坛街,北部门户区,主干路,461,435,896,3600,0.249,40.6,22.8,36.4,晴,节假日,3,A
2025-10-01,7,QNA005,成纪大道-北坛街,北部门户区,主干路,729,747,1476,3600,0.41,34.9,34.2,46.0,晴,节假日,3,A
2025-10-01,8,QNA005,成纪大道-北坛街,北部门户区,主干路,737,696,1433,3600,0.398,36.9,31.6,52.0,晴,节假日,3,A
2025-10-01,9,QNA005,成纪大道-北坛街,北部门户区,主干路,691,655,1346,3600,0.374,37.2,32.5,45.8,晴,节假日,3,A
2025-10-01,10,QNA005,成纪大道-北坛街,北部门户区,主干路,459,476,935,3600,0.26,41.1,26.4,29.5,晴,节假日,3,A
2025-10-01,11,QNA005,成纪大道-北坛街,北部门户区,主干路,498,479,977,3600,0.271,38.6,29.2,36.3,晴,节假日,3,A
2025-10-01,12,QNA005,成纪大道-北坛街,北部门户区,主干路,461,433,894,3600,0.248,39.2,25.1,30.3,晴,节假日,3,A
2025-10-01,13,QNA005,成纪大道-北坛街,北部门户区,主干路,464,500,964,3600,0.268,41.0,24.4,26.1,晴,节假日,3,A
2025-10-01,14,QNA005,成纪大道-北坛街,北部门户区,主干路,320,329,649,3600,0.18,43.9,22.7,17.7,晴,节假日,3,A
2025-10-01,15,QNA005,成纪大道-北坛街,北部门户区,主干路,277,258,535,3600,0.149,41.7,21.0,17.7,晴,节假日,3,A
2025-10-01,16,QNA005,成纪大道-北坛街,北部门户区,主干路,453,440,893,3600,0.248,40.8,25.3,33.2,晴,节假日,3,A
2025-10-01,17,QNA005,成纪大道-北坛街,北部门户区,主干路,649,679,1328,3600,0.369,37.3,31.3,42.8,晴,节假日,3,A
2025-10-01,18,QNA005,成纪大道-北坛街,北部门户区,主干路,777,774,1551,3600,0.431,34.3,38.1,45.4,晴,节假日,3,A
2025-10-01,19,QNA005,成纪大道-北坛街,北部门户区,主干路,715,741,1456,3600,0.404,34.4,32.1,40.3,晴,节假日,3,A
2025-10-01,20,QNA005,成纪大道-北坛街,北部门户区,主干路,384,381,765,3600,0.212,42.4,21.0,20.2,晴,节假日,3,A
2025-10-01,21,QNA005,成纪大道-北坛街,北部门户区,主干路,307,296,603,3600,0.168,44.7,20.8,16.5,晴,节假日,3,A
2025-10-01,22,QNA005,成纪大道-北坛街,北部门户区,主干路,267,281,548,3600,0.152,42.2,17.4,10.5,晴,节假日,3,A
2025-10-01,23,QNA005,成纪大道-北坛街,北部门户区,主干路,300,311,611,3600,0.17,44.6,21.1,23.3,晴,节假日,3,A
2025-10-01,0,QNA006,成纪大道-解放北路,北部门户区,主干路,110,104,214,3600,0.059,46.1,16.6,9.5,晴,节假日,3,A
2025-10-01,1,QNA006,成纪大道-解放北路,北部门户区,主干路,129,130,259,3600,0.072,44.5,11.7,16.8,晴,节假日,3,A
2025-10-01,2,QNA006,成纪大道-解放北路,北部门户区,主干路,146,139,285,3600,0.079,45.1,12.3,12.5,晴,节假日,3,A
2025-10-01,3,QNA006,成纪大道-解放北路,北部门户区,主干路,135,143,278,3600,0.077,45.8,13.7,18.2,晴,节假日,3,A
2025-10-01,4,QNA006,成纪大道-解放北路,北部门户区,主干路,156,150,306,3600,0.085,45.8,17.6,8.0,晴,节假日,3,A
2025-10-01,5,QNA006,成纪大道-解放北路,北部门户区,主干路,181,183,364,3600,0.101,44.6,19.1,20.7,晴,节假日,3,A
2025-10-01,6,QNA006,成纪大道-解放北路,北部门户区,主干路,405,397,802,3600,0.223,41.5,25.6,33.0,晴,节假日,3,A
2025-10-01,7,QNA006,成纪大道-解放北路,北部门户区,主干路,628,657,1285,3600,0.357,37.5,29.5,35.0,晴,节假日,3,A
2025-10-01,8,QNA006,成纪大道-解放北路,北部门户区,主干路,642,695,1337,3600,0.371,36.2,33.4,38.4,晴,节假日,3,A
2025-10-01,9,QNA006,成纪大道-解放北路,北部门户区,主干路,620,600,1220,3600,0.339,38.2,30.5,41.3,晴,节假日,3,A
2025-10-01,10,QNA006,成纪大道-解放北路,北部门户区,主干路,474,453,927,3600,0.258,40.5,27.1,36.5,晴,节假日,3,A
2025-10-01,11,QNA006,成纪大道-解放北路,北部门户区,主干路,489,486,975,3600,0.271,40.1,29.6,36.2,晴,节假日,3,A
2025-10-01,12,QNA006,成纪大道-解放北路,北部门户区,主干路,434,457,891,3600,0.247,39.5,27.1,29.6,晴,节假日,3,A
2025-10-01,13,QNA006,成纪大道-解放北路,北部门户区,主干路,457,485,942,3600,0.262,40.6,27.6,37.1,晴,节假日,3,A
2025-10-01,14,QNA006,成纪大道-解放北路,北部门户区,主干路,303,303,606,3600,0.168,41.1,17.4,18.9,晴,节假日,3,A
2025-10-01,15,QNA006,成纪大道-解放北路,北部门户区,主干路,284,296,580,3600,0.161,41.3,23.4,24.6,晴,节假日,3,A
2025-10-01,16,QNA006,成纪大道-解放北路,北部门户区,主干路,444,413,857,3600,0.238,42.6,26.0,23.8,晴,节假日,3,A
2025-10-01,17,QNA006,成纪大道-解放北路,北部门户区,主干路,668,641,1309,3600,0.364,36.5,33.4,47.6,晴,节假日,3,A
2025-10-01,18,QNA006,成纪大道-解放北路,北部门户区,主干路,725,716,1441,3600,0.4,36.1,34.4,38.3,晴,节假日,3,A
2025-10-01,19,QNA006,成纪大道-解放北路,北部门户区,主干路,660,678,1338,3600,0.372,37.1,35.3,39.1,晴,节假日,3,A
2025-10-01,20,QNA006,成纪大道-解放北路,北部门户区,主干路,433,447,880,3600,0.244,42.2,27.3,28.9,晴,节假日,3,A
2025-10-01,21,QNA006,成纪大道-解放北路,北部门户区,主干路,295,304,599,3600,0.166,42.1,23.8,18.3,晴,节假日,3,A
2025-10-01,22,QNA006,成纪大道-解放北路,北部门户区,主干路,316,292,608,3600,0.169,43.4,20.9,18.7,晴,节假日,3,A
2025-10-01,23,QNA006,成纪大道-解放北路,北部门户区,主干路,277,283,560,3600,0.156,44.2,20.7,22.8,晴,节假日,3,A
2025-10-01,0,QNA007,成纪大道-应乾路,北部门户区,主干路,110,109,219,3600,0.061,47.8,13.7,11.7,晴,节假日,3,A
2025-10-01,1,QNA007,成纪大道-应乾路,北部门户区,主干路,123,114,237,3600,0.066,46.4,12.6,8.0,晴,节假日,3,A
2025-10-01,2,QNA007,成纪大道-应乾路,北部门户区,主干路,146,144,290,3600,0.081,43.8,18.8,17.2,晴,节假日,3,A
2025-10-01,3,QNA007,成纪大道-应乾路,北部门户区,主干路,149,159,308,3600,0.086,46.6,15.6,14.6,晴,节假日,3,A
2025-10-01,4,QNA007,成纪大道-应乾路,北部门户区,主干路,165,172,337,3600,0.094,46.4,19.5,8.0,晴,节假日,3,A
2025-10-01,5,QNA007,成纪大道-应乾路,北部门户区,主干路,181,185,366,3600,0.102,46.5,16.7,19.0,晴,节假日,3,A
2025-10-01,6,QNA007,成纪大道-应乾路,北部门户区,主干路,449,466,915,3600,0.254,41.2,25.1,36.1,晴,节假日,3,A
2025-10-01,7,QNA007,成纪大道-应乾路,北部门户区,主干路,710,675,1385,3600,0.385,35.1,32.2,44.6,晴,节假日,3,A
2025-10-01,8,QNA007,成纪大道-应乾路,北部门户区,主干路,833,835,1668,3600,0.463,32.1,38.6,49.1,晴,节假日,3,A
2025-10-01,9,QNA007,成纪大道-应乾路,北部门户区,主干路,662,658,1320,3600,0.367,36.4,31.3,36.3,晴,节假日,3,A
2025-10-01,10,QNA007,成纪大道-应乾路,北部门户区,主干路,443,438,881,3600,0.245,39.3,27.1,20.9,晴,节假日,3,A
2025-10-01,11,QNA007,成纪大道-应乾路,北部门户区,主干路,534,517,1051,3600,0.292,40.1,27.2,35.9,晴,节假日,3,A
2025-10-01,12,QNA007,成纪大道-应乾路,北部门户区,主干路,555,514,1069,3600,0.297,38.7,25.1,33.8,晴,节假日,3,A
2025-10-01,13,QNA007,成纪大道-应乾路,北部门户区,主干路,522,492,1014,3600,0.282,40.7,27.0,32.6,晴,节假日,3,A
2025-10-01,14,QNA007,成纪大道-应乾路,北部门户区,主干路,305,294,599,3600,0.166,42.5,21.5,14.3,晴,节假日,3,A
2025-10-01,15,QNA007,成纪大道-应乾路,北部门户区,主干路,312,289,601,3600,0.167,42.1,21.9,22.3,晴,节假日,3,A
2025-10-01,16,QNA007,成纪大道-应乾路,北部门户区,主干路,469,443,912,3600,0.253,41.5,24.8,26.2,晴,节假日,3,A
2025-10-01,17,QNA007,成纪大道-应乾路,北部门户区,主干路,791,758,1549,3600,0.43,36.1,33.1,41.1,晴,节假日,3,A
2025-10-01,18,QNA007,成纪大道-应乾路,北部门户区,主干路,832,778,1610,3600,0.447,36.0,39.0,48.8,晴,节假日,3,A
2025-10-01,19,QNA007,成纪大道-应乾路,北部门户区,主干路,634,620,1254,3600,0.348,38.6,31.0,42.4,晴,节假日,3,A
2025-10-01,20,QNA007,成纪大道-应乾路,北部门户区,主干路,445,478,923,3600,0.256,41.2,24.4,27.4,晴,节假日,3,A
2025-10-01,21,QNA007,成纪大道-应乾路,北部门户区,主干路,278,276,554,3600,0.154,43.5,21.8,13.2,晴,节假日,3,A
2025-10-01,22,QNA007,成纪大道-应乾路,北部门户区,主干路,281,264,545,3600,0.151,43.8,17.7,24.8,晴,节假日,3,A
2025-10-01,23,QNA007,成纪大道-应乾路,北部门户区,主干路,276,278,554,3600,0.154,42.2,18.0,10.6,晴,节假日,3,A
2025-10-01,0,QNA008,成纪大道-街泉街,北部门户区,主干路,121,113,234,3600,0.065,46.7,12.0,8.0,晴,节假日,2,A
2025-10-01,1,QNA008,成纪大道-街泉街,北部门户区,主干路,117,116,233,3600,0.065,46.5,13.9,8.0,晴,节假日,2,A
2025-10-01,2,QNA008,成纪大道-街泉街,北部门户区,主干路,140,147,287,3600,0.08,45.0,15.2,8.0,晴,节假日,2,A
2025-10-01,3,QNA008,成纪大道-街泉街,北部门户区,主干路,147,146,293,3600,0.081,47.4,13.9,18.3,晴,节假日,2,A
2025-10-01,4,QNA008,成纪大道-街泉街,北部门户区,主干路,159,164,323,3600,0.09,45.5,17.2,15.5,晴,节假日,2,A
2025-10-01,5,QNA008,成纪大道-街泉街,北部门户区,主干路,151,148,299,3600,0.083,45.4,18.3,8.0,晴,节假日,2,A
2025-10-01,6,QNA008,成纪大道-街泉街,北部门户区,主干路,421,414,835,3600,0.232,40.2,25.4,28.8,晴,节假日,2,A
2025-10-01,7,QNA008,成纪大道-街泉街,北部门户区,主干路,679,656,1335,3600,0.371,37.1,35.1,43.7,晴,节假日,2,A
2025-10-01,8,QNA008,成纪大道-街泉街,北部门户区,主干路,765,747,1512,3600,0.42,34.1,35.3,48.2,晴,节假日,2,A
2025-10-01,9,QNA008,成纪大道-街泉街,北部门户区,主干路,617,658,1275,3600,0.354,36.1,33.5,34.7,晴,节假日,2,A
2025-10-01,10,QNA008,成纪大道-街泉街,北部门户区,主干路,356,354,710,3600,0.197,43.7,22.5,29.7,晴,节假日,2,A
2025-10-01,11,QNA008,成纪大道-街泉街,北部门户区,主干路,486,506,992,3600,0.276,40.7,26.9,36.4,晴,节假日,2,A
2025-10-01,12,QNA008,成纪大道-街泉街,北部门户区,主干路,481,493,974,3600,0.271,38.0,30.0,25.2,晴,节假日,2,A
2025-10-01,13,QNA008,成纪大道-街泉街,北部门户区,主干路,526,496,1022,3600,0.284,40.0,30.9,39.9,晴,节假日,2,A
2025-10-01,14,QNA008,成纪大道-街泉街,北部门户区,主干路,298,304,602,3600,0.167,44.0,17.1,20.5,晴,节假日,2,A
2025-10-01,15,QNA008,成纪大道-街泉街,北部门户区,主干路,281,274,555,3600,0.154,43.9,20.3,23.6,晴,节假日,2,A
2025-10-01,16,QNA008,成纪大道-街泉街,北部门户区,主干路,417,444,861,3600,0.239,39.5,21.5,33.7,晴,节假日,2,A
2025-10-01,17,QNA008,成纪大道-街泉街,北部门户区,主干路,714,669,1383,3600,0.384,34.9,30.5,48.3,晴,节假日,2,A
2025-10-01,18,QNA008,成纪大道-街泉街,北部门户区,主干路,781,806,1587,3600,0.441,33.9,34.4,56.3,晴,节假日,2,A
2025-10-01,19,QNA008,成纪大道-街泉街,北部门户区,主干路,612,613,1225,3600,0.34,35.8,33.6,32.6,晴,节假日,2,A
2025-10-01,20,QNA008,成纪大道-街泉街,北部门户区,主干路,390,380,770,3600,0.214,42.3,26.5,23.6,晴,节假日,2,A
2025-10-01,21,QNA008,成纪大道-街泉街,北部门户区,主干路,288,305,593,3600,0.165,42.5,17.6,19.5,晴,节假日,2,A
2025-10-01,22,QNA008,成纪大道-街泉街,北部门户区,主干路,284,265,549,3600,0.152,41.4,18.7,17.4,晴,节假日,2,A
2025-10-01,23,QNA008,成纪大道-街泉街,北部门户区,主干路,320,302,622,3600,0.173,41.0,22.2,21.2,晴,节假日,2,A
2025-10-01,0,QNA009,太白街-环城西路,西部门户区,次干路,93,95,188,2800,0.067,35.9,12.3,8.0,晴,节假日,3,A
